CENTERS:2
LABEL_DICT:{0= 'g', 1= 'h'}
POINTS/LABELS: 
48.0573;11.0862;2.9571;0.362;0.1882;0.42;32.4358;-2.2992;26.93;165.224;1
23.4858;0.0;2.2393;0.7378;0.3775;-2.9397;13.0915;0.0001;19.341;235.342;0
40.5429;19.4073;3.3382;0.2369;0.1269;29.1908;27.0567;-7.1243;10.0643;195.603;0
16.6123;7.8423;2.5572;0.5829;0.3371;6.7271;-10.3448;-2.324;14.5111;214.2655;1
205.425;37.7936;3.2727;0.2167;0.1257;46.0952;-210.935;-29.7478;60.058;206.173;1
23.8026;10.1636;2.2625;0.5628;0.3087;32.1961;-16.3031;-9.6851;20.3915;108.582;0
23.602;17.0341;2.7589;0.4303;0.2169;-0.6405;21.0054;7.9662;17.2382;79.4087;0
21.1109;11.5522;2.2068;0.5901;0.3571;-12.6112;-19.9271;4.0426;68.7418;61.5813;1
25.2097;13.9953;2.3395;0.476;0.2403;-13.0365;-8.2607;-12.2322;50.2398;191.73;0
78.8829;27.055;3.4497;0.1811;0.0932;53.4896;66.8412;-14.5304;3.939;291.219;0
88.9019;28.5245;3.5765;0.1655;0.0874;61.5212;94.825;-20.4289;3.2132;244.234;0
77.6918;36.8864;3.5261;0.1954;0.1205;-43.3672;65.5969;36.4114;3.9967;297.998;0
39.1714;12.3633;2.6355;0.3819;0.2164;37.6251;-22.3594;-4.1555;6.8181;224.489;0
41.0662;9.2465;2.281;0.6073;0.3272;27.5327;19.7613;6.7821;2.123;79.1334;1
17.9634;10.2982;2.2765;0.6561;0.3413;21.5137;11.0116;-6.436;37.525;153.134;0
54.8257;14.5358;2.9919;0.2394;0.1248;-8.0165;26.6012;-8.541;39.198;106.24;1
22.349;19.5483;2.6749;0.3784;0.1934;-14.2913;-17.4434;9.1093;55.8954;49.6709;0
23.8176;3.1392;2.2028;0.7024;0.3697;43.0022;7.2102;10.6716;60.4662;220.9806;1
103.38;22.1405;3.2033;0.2104;0.1055;104.437;93.0837;-14.7321;24.717;287.032;1
42.169;19.9739;2.5139;0.3859;0.2251;-55.9897;-18.8351;-18.6789;5.1421;306.684;0
19.828;7.2342;2.1287;0.7732;0.3978;4.4667;-11.4998;-4.9094;80.558;129.454;0
12.8598;11.3399;2.1287;0.7212;0.4275;14.855;-8.4364;-6.8675;41.4708;169.016;0
65.8187;21.7078;3.2692;0.2185;0.1111;-77.72;45.9937;14.5994;3.2964;252.706;0
113.0663;76.9218;3.7965;0.0912;0.0602;112.1963;97.167;-53.1103;86.9145;285.9024;1
21.7529;6.7839;2.0881;0.7102;0.4041;23.5404;12.0502;6.5592;5.706;154.555;0
34.2778;17.2361;2.6289;0.3243;0.1798;-51.7938;12.2221;-9.7122;42.686;179.12;0
106.244;32.661;3.8623;0.1054;0.0532;55.9926;110.652;-14.0161;1.464;213.793;0
88.3491;31.4021;3.6765;0.1689;0.0898;-44.3056;70.1349;-20.5013;0.8347;296.501;0
41.2412;16.844;2.6222;0.2912;0.1492;-24.2949;18.4922;-12.2418;19.4837;189.459;0
19.6738;7.4183;2.1446;0.7168;0.4265;0.2174;-3.992;-4.9487;40.871;240.006;0
61.6682;21.7989;3.3395;0.157;0.0808;8.4025;17.216;-10.3177;7.847;190.618;0
88.2709;30.3081;3.2541;0.1788;0.1061;-31.1377;83.8799;-19.2065;2.21;329.025;0
29.0869;9.128;2.6444;0.5805;0.3141;7.6234;17.4277;9.5575;16.3577;143.684;1
100.5;23.4542;3.3883;0.1415;0.0763;-85.1168;88.64;14.1886;2.3248;255.465;0
34.7458;21.9104;3.0687;0.2996;0.1831;22.3991;17.3737;9.7927;1.7171;189.474;0
48.7467;18.9343;2.8663;0.2585;0.1367;-43.6281;21.3642;11.7471;4.734;202.086;0
20.7708;16.7921;2.5815;0.4404;0.2267;6.1544;11.5784;14.5851;72.2425;228.28;0
151.558;58.0777;3.7252;0.1563;0.0839;-203.556;-86.5503;-50.3082;34.4576;334.064;1
50.7355;13.8768;2.4886;0.3279;0.1867;22.9626;32.073;-10.6266;25.98;165.046;0
12.8589;11.466;2.1945;0.7348;0.3738;-15.0658;4.3276;-11.6815;28.704;87.6656;0
22.5982;10.8201;2.4631;0.5818;0.3425;25.6113;14.1925;11.6767;88.2038;161.856;0
